"Statistic","Year","County","UNIT","VALUE"
"Average Age of First Time Mother","1990","Wexford","Years","25.2"
"Average Age of First Time Mother","1990","Waterford County","Years","26"
"Average Age of First Time Mother","1990","Waterford City","Years","24.9"
"Average Age of First Time Mother","1990","Clare","Years","27.1"
"Average Age of First Time Mother","1990","Cork City","Years","25.5"
"Average Age of First Time Mother","1990","Cork County","Years","27.1"
"Average Age of First Time Mother","1990","Kerry","Years","27"
"Average Age of First Time Mother","1990","Limerick City","Years","24"
"Average Age of First Time Mother","1990","Limerick County","Years","26.8"
"Average Age of First Time Mother","1990","North Tipperary","Years","26.6"
"Average Age of First Time Mother","1990","South Tipperary","Years","25.4"
"Average Age of First Time Mother","1990","Tipperary","Years",""
"Average Age of First Time Mother","1990","Galway City","Years","27"
"Average Age of First Time Mother","1990","Leitrim","Years","29"
"Average Age of First Time Mother","1990","Mayo","Years","27"
"Average Age of First Time Mother","1990","Roscommon","Years","28.3"
"Average Age of First Time Mother","1990","Sligo","Years","27.1"
"Average Age of First Time Mother","1990","Galway County","Years","27.3"
"Average Age of First Time Mother","1990","Cavan","Years","27"
"Average Age of First Time Mother","1990","Donegal","Years","25.2"
"Average Age of First Time Mother","1990","Monaghan","Years","26"
"Average Age of First Time Mother","1990","Outside the State","Years",""
"Average Age of First Time Mother","1991","State","Years","26.3"
"Average Age of First Time Mother","1991","Dublin City","Years","24.5"
"Average Age of First Time Mother","1991","Fingal","Years","24.9"
"Average Age of First Time Mother","1991","Dun Laoghaire Rathdown","Years","25.4"
"Average Age of First Time Mother","1991","South Dublin","Years","24.7"
"Average Age of First Time Mother","1991","Wicklow","Years","24.3"
"Average Age of First Time Mother","1991","Carlow","Years","24.4"
"Average Age of First Time Mother","1991","Kildare","Years","24.1"
"Average Age of First Time Mother","1991","Kilkenny","Years","24.5"
"Average Age of First Time Mother","1991","Laois","Years","23.3"
"Average Age of First Time Mother","1991","Longford","Years","24.1"
"Average Age of First Time Mother","1991","Louth","Years","23.5"
"Average Age of First Time Mother","1991","Meath","Years","24.2"
"Average Age of First Time Mother","1991","Offaly","Years","23.2"
"Average Age of First Time Mother","1991","Westmeath","Years","23.1"
"Average Age of First Time Mother","1991","Wexford","Years","23.2"
"Average Age of First Time Mother","1991","Waterford County","Years","23.9"
"Average Age of First Time Mother","1991","Waterford City","Years","23.6"
"Average Age of First Time Mother","1991","Clare","Years","24.8"
"Average Age of First Time Mother","1991","Cork City","Years","24.1"
"Average Age of First Time Mother","1991","Cork County","Years","24.8"
"Average Age of First Time Mother","1991","Kerry","Years","24.6"
"Average Age of First Time Mother","1991","Limerick City","Years","23"
"Average Age of First Time Mother","1991","Limerick County","Years","24.2"
"Average Age of First Time Mother","1991","North Tipperary","Years","24.1"
"Average Age of First Time Mother","1991","South Tipperary","Years","23.6"
"Average Age of First Time Mother","1991","Tipperary","Years",""
"Average Age of First Time Mother","1991","Galway City","Years","24.3"
"Average Age of First Time Mother","1991","Leitrim","Years","26.3"
"Average Age of First Time Mother","1991","Mayo","Years","24"
"Average Age of First Time Mother","1991","Roscommon","Years","25.2"
"Average Age of First Time Mother","1991","Sligo","Years","24"
"Average Age of First Time Mother","1991","Galway County","Years","24.4"
"Average Age of First Time Mother","1991","Cavan","Years","23.7"
"Average Age of First Time Mother","1991","Donegal","Years","23.3"
"Average Age of First Time Mother","1991","Monaghan","Years","23.9"
"Average Age of First Time Mother","1991","Outside the State","Years",""
"Average Age of First Time Mother","1992","State","Years","26.4"
"Average Age of First Time Mother","1992","Dublin City","Years","25.6"
"Average Age of First Time Mother","1992","Fingal","Years","27.3"
"Average Age of First Time Mother","1992","Dun Laoghaire Rathdown","Years","28.2"
"Average Age of First Time Mother","1992","South Dublin","Years","26.3"
"Average Age of First Time Mother","1992","Wicklow","Years","26.4"
"Average Age of First Time Mother","1992","Carlow","Years","25.9"
"Average Age of First Time Mother","1992","Kildare","Years","26.6"
"Average Age of First Time Mother","1992","Kilkenny","Years","26.8"
"Average Age of First Time Mother","1992","Laois","Years","25.8"
"Average Age of First Time Mother","1992","Longford","Years","25.6"
"Average Age of First Time Mother","1992","Louth","Years","25.8"
"Average Age of First Time Mother","1992","Meath","Years","26.9"
"Average Age of First Time Mother","1992","Offaly","Years","26"
"Average Age of First Time Mother","1992","Westmeath","Years","25.5"
"Average Age of First Time Mother","1992","Wexford","Years","25.2"
"Average Age of First Time Mother","1992","Waterford County","Years","26.7"
"Average Age of First Time Mother","1992","Waterford City","Years","24.9"
"Average Age of First Time Mother","1992","Clare","Years","27.2"
"Average Age of First Time Mother","1992","Cork City","Years","25.8"
"Average Age of First Time Mother","1992","Cork County","Years","27.1"
"Average Age of First Time Mother","1992","Kerry","Years","26.6"
"Average Age of First Time Mother","1992","Limerick City","Years","24"
"Average Age of First Time Mother","1992","Limerick County","Years","27.2"
"Average Age of First Time Mother","1992","North Tipperary","Years","26.4"
"Average Age of First Time Mother","1992","South Tipperary","Years","25.7"
"Average Age of First Time Mother","1992","Tipperary","Years",""
"Average Age of First Time Mother","1992","Galway City","Years","26.4"
"Average Age of First Time Mother","1992","Leitrim","Years","28"
"Average Age of First Time Mother","1992","Mayo","Years","27.1"
"Average Age of First Time Mother","1992","Roscommon","Years","27.3"
"Average Age of First Time Mother","1992","Sligo","Years","26.8"
"Average Age of First Time Mother","1992","Galway County","Years","27.3"
"Average Age of First Time Mother","1992","Cavan","Years","26.8"
"Average Age of First Time Mother","1992","Donegal","Years","25.5"
"Average Age of First Time Mother","1992","Monaghan","Years","25.6"
"Average Age of First Time Mother","1992","Outside the State","Years",""
"Average Age of First Time Mother","1993","State","Years","26.6"
"Average Age of First Time Mother","1993","Dublin City","Years","25.9"
"Average Age of First Time Mother","1993","Fingal","Years","27.5"
"Average Age of First Time Mother","1993","Dun Laoghaire Rathdown","Years","28.2"
"Average Age of First Time Mother","1993","South Dublin","Years","26.7"
"Average Age of First Time Mother","1993","Wicklow","Years","26.6"
"Average Age of First Time Mother","1993","Carlow","Years","25.9"
"Average Age of First Time Mother","1993","Kildare","Years","27"
"Average Age of First Time Mother","1993","Kilkenny","Years","27.5"
"Average Age of First Time Mother","1993","Laois","Years","26.5"
"Average Age of First Time Mother","1993","Longford","Years","26.1"
"Average Age of First Time Mother","1993","Louth","Years","25.3"
"Average Age of First Time Mother","1993","Meath","Years","26.7"
"Average Age of First Time Mother","1993","Offaly","Years","25.9"
"Average Age of First Time Mother","1993","Westmeath","Years","26.3"
"Average Age of First Time Mother","1993","Wexford","Years","25.7"
"Average Age of First Time Mother","1993","Waterford County","Years","26.3"
"Average Age of First Time Mother","1993","Waterford City","Years","25.3"
"Average Age of First Time Mother","1993","Clare","Years","26.7"
"Average Age of First Time Mother","1993","Cork City","Years","25.5"
"Average Age of First Time Mother","1993","Cork County","Years","27.6"
"Average Age of First Time Mother","1993","Kerry","Years","26.7"
"Average Age of First Time Mother","1993","Limerick City","Years","24.7"
"Average Age of First Time Mother","1993","Limerick County","Years","27.5"
"Average Age of First Time Mother","1993","North Tipperary","Years","26.3"
"Average Age of First Time Mother","1993","South Tipperary","Years","27.1"
"Average Age of First Time Mother","1993","Tipperary","Years",""
"Average Age of First Time Mother","1993","Galway City","Years","26.5"
"Average Age of First Time Mother","1993","Leitrim","Years","27.7"
"Average Age of First Time Mother","1993","Mayo","Years","27.5"
"Average Age of First Time Mother","1993","Roscommon","Years","28.3"
"Average Age of First Time Mother","1993","Sligo","Years","27.3"
"Average Age of First Time Mother","1993","Galway County","Years","27.3"
"Average Age of First Time Mother","1993","Cavan","Years","27.6"
"Average Age of First Time Mother","1993","Donegal","Years","25.4"
"Average Age of First Time Mother","1993","Monaghan","Years","25.6"
"Average Age of First Time Mother","1993","Outside the State","Years",""
"Average Age of First Time Mother","1994","State","Years","26.8"
"Average Age of First Time Mother","1994","Dublin City","Years","26.2"
"Average Age of First Time Mother","1994","Fingal","Years","27.5"
"Average Age of First Time Mother","1994","Dun Laoghaire Rathdown","Years","28.6"
"Average Age of First Time Mother","1994","South Dublin","Years","26.3"
"Average Age of First Time Mother","1994","Wicklow","Years","26.8"
"Average Age of First Time Mother","1994","Carlow","Years","26.2"
"Average Age of First Time Mother","1994","Kildare","Years","27.2"
"Average Age of First Time Mother","1994","Kilkenny","Years","26.6"
"Average Age of First Time Mother","1994","Laois","Years","27"
"Average Age of First Time Mother","1994","Longford","Years","26.4"
"Average Age of First Time Mother","1994","Louth","Years","25.9"
"Average Age of First Time Mother","1994","Meath","Years","27.3"
"Average Age of First Time Mother","1994","Offaly","Years","26.5"
"Average Age of First Time Mother","1994","Westmeath","Years","26.6"
"Average Age of First Time Mother","1994","Wexford","Years","25.9"
"Average Age of First Time Mother","1994","Waterford County","Years","26.1"
"Average Age of First Time Mother","1994","Waterford City","Years","25.5"
"Average Age of First Time Mother","1994","Clare","Years","26.8"
"Average Age of First Time Mother","1994","Cork City","Years","25.9"
"Average Age of First Time Mother","1994","Cork County","Years","27.8"
"Average Age of First Time Mother","1994","Kerry","Years","27.7"
"Average Age of First Time Mother","1994","Limerick City","Years","25"
"Average Age of First Time Mother","1994","Limerick County","Years","27.6"
"Average Age of First Time Mother","1994","North Tipperary","Years","26.7"
"Average Age of First Time Mother","1994","South Tipperary","Years","26.2"
"Average Age of First Time Mother","1994","Tipperary","Years",""
"Average Age of First Time Mother","1994","Galway City","Years","27.4"
"Average Age of First Time Mother","1994","Leitrim","Years","28.3"
"Average Age of First Time Mother","1994","Mayo","Years","26.9"
"Average Age of First Time Mother","1994","Roscommon","Years","27.8"
"Average Age of First Time Mother","1994","Sligo","Years","27"
"Average Age of First Time Mother","1994","Galway County","Years","27.4"
"Average Age of First Time Mother","1994","Cavan","Years","27.4"
"Average Age of First Time Mother","1994","Donegal","Years","25.6"
"Average Age of First Time Mother","1994","Monaghan","Years","26.1"
"Average Age of First Time Mother","1994","Outside the State","Years",""
"Average Age of First Time Mother","1995","State","Years","27"
"Average Age of First Time Mother","1995","Dublin City","Years","26.3"
"Average Age of First Time Mother","1995","Fingal","Years","27.8"
"Average Age of First Time Mother","1995","Dun Laoghaire Rathdown","Years","29"
"Average Age of First Time Mother","1995","South Dublin","Years","26.3"
"Average Age of First Time Mother","1995","Wicklow","Years","27.1"
"Average Age of First Time Mother","1995","Carlow","Years","26.4"
"Average Age of First Time Mother","1995","Kildare","Years","27.3"
"Average Age of First Time Mother","1995","Kilkenny","Years","27.3"
"Average Age of First Time Mother","1995","Laois","Years","26.9"
"Average Age of First Time Mother","1995","Longford","Years","26.7"
"Average Age of First Time Mother","1995","Louth","Years","26.1"
"Average Age of First Time Mother","1995","Meath","Years","27.9"
"Average Age of First Time Mother","1995","Offaly","Years","26.5"
"Average Age of First Time Mother","1995","Westmeath","Years","26.6"
"Average Age of First Time Mother","1995","Wexford","Years","25.9"
"Average Age of First Time Mother","1995","Waterford County","Years","27"
"Average Age of First Time Mother","1995","Waterford City","Years","25.6"
"Average Age of First Time Mother","1995","Clare","Years","27.4"
"Average Age of First Time Mother","1995","Cork City","Years","25.9"
"Average Age of First Time Mother","1995","Cork County","Years","28.2"
"Average Age of First Time Mother","1995","Kerry","Years","27.1"
"Average Age of First Time Mother","1995","Limerick City","Years","24.8"
"Average Age of First Time Mother","1995","Limerick County","Years","28"
"Average Age of First Time Mother","1995","North Tipperary","Years","26.6"
"Average Age of First Time Mother","1995","South Tipperary","Years","26.2"
"Average Age of First Time Mother","1995","Tipperary","Years",""
"Average Age of First Time Mother","1995","Galway City","Years","27.6"
"Average Age of First Time Mother","1995","Leitrim","Years","27.4"
"Average Age of First Time Mother","1995","Mayo","Years","27.2"
"Average Age of First Time Mother","1995","Roscommon","Years","28.3"
"Average Age of First Time Mother","1995","Sligo","Years","27.6"
"Average Age of First Time Mother","1995","Galway County","Years","28.1"
"Average Age of First Time Mother","1995","Cavan","Years","27"
"Average Age of First Time Mother","1995","Donegal","Years","25.7"
"Average Age of First Time Mother","1995","Monaghan","Years","26.5"
"Average Age of First Time Mother","1995","Outside the State","Years",""
"Average Age of First Time Mother","1996","State","Years","27"
"Average Age of First Time Mother","1996","Dublin City","Years","26.4"
"Average Age of First Time Mother","1996","Fingal","Years","28"
"Average Age of First Time Mother","1996","Dun Laoghaire Rathdown","Years","29.1"
"Average Age of First Time Mother","1996","South Dublin","Years","26.4"
"Average Age of First Time Mother","1996","Wicklow","Years","27.1"
"Average Age of First Time Mother","1996","Carlow","Years","25.5"
"Average Age of First Time Mother","1996","Kildare","Years","27.3"
"Average Age of First Time Mother","1996","Kilkenny","Years","27.1"
"Average Age of First Time Mother","1996","Laois","Years","26.3"
"Average Age of First Time Mother","1996","Longford","Years","27.1"
"Average Age of First Time Mother","1996","Louth","Years","26.1"
"Average Age of First Time Mother","1996","Meath","Years","27.4"
"Average Age of First Time Mother","1996","Offaly","Years","26.3"
"Average Age of First Time Mother","1996","Westmeath","Years","26.2"
"Average Age of First Time Mother","1996","Wexford","Years","26.3"
"Average Age of First Time Mother","1996","Waterford County","Years","26.9"
"Average Age of First Time Mother","1996","Waterford City","Years","25.9"
"Average Age of First Time Mother","1996","Clare","Years","27.7"
"Average Age of First Time Mother","1996","Cork City","Years","26"
"Average Age of First Time Mother","1996","Cork County","Years","28"
"Average Age of First Time Mother","1996","Kerry","Years","27.4"
"Average Age of First Time Mother","1996","Limerick City","Years","25.2"
"Average Age of First Time Mother","1996","Limerick County","Years","27.8"
"Average Age of First Time Mother","1996","North Tipperary","Years","26.8"
"Average Age of First Time Mother","1996","South Tipperary","Years","26.2"
"Average Age of First Time Mother","1996","Tipperary","Years",""
"Average Age of First Time Mother","1996","Galway City","Years","27"
"Average Age of First Time Mother","1996","Leitrim","Years","27.5"
"Average Age of First Time Mother","1996","Mayo","Years","27.7"
"Average Age of First Time Mother","1996","Roscommon","Years","27.3"
"Average Age of First Time Mother","1996","Sligo","Years","27.7"
"Average Age of First Time Mother","1996","Galway County","Years","28"
"Average Age of First Time Mother","1996","Cavan","Years","27.3"
"Average Age of First Time Mother","1996","Donegal","Years","25.8"
"Average Age of First Time Mother","1996","Monaghan","Years","26.1"
"Average Age of First Time Mother","1996","Outside the State","Years",""
"Average Age of First Time Mother","1997","State","Years","27.1"
"Average Age of First Time Mother","1997","Dublin City","Years","26.6"
"Average Age of First Time Mother","1997","Fingal","Years","27.8"
"Average Age of First Time Mother","1997","Dun Laoghaire Rathdown","Years","29.4"
"Average Age of First Time Mother","1997","South Dublin","Years","26.2"
"Average Age of First Time Mother","1997","Wicklow","Years","27.2"
"Average Age of First Time Mother","1997","Carlow","Years","26"
"Average Age of First Time Mother","1997","Kildare","Years","27.4"
"Average Age of First Time Mother","1997","Kilkenny","Years","27.5"
"Average Age of First Time Mother","1997","Laois","Years","27.1"
"Average Age of First Time Mother","1997","Longford","Years","27.7"
"Average Age of First Time Mother","1997","Louth","Years","26.2"
"Average Age of First Time Mother","1997","Meath","Years","28.1"
"Average Age of First Time Mother","1997","Offaly","Years","26.4"
"Average Age of First Time Mother","1997","Westmeath","Years","26.3"
"Average Age of First Time Mother","1997","Wexford","Years","26.2"
"Average Age of First Time Mother","1997","Waterford County","Years","27.2"
"Average Age of First Time Mother","1997","Waterford City","Years","25.5"
"Average Age of First Time Mother","1997","Clare","Years","27.9"
"Average Age of First Time Mother","1997","Cork City","Years","26.2"
"Average Age of First Time Mother","1997","Cork County","Years","28.2"
"Average Age of First Time Mother","1997","Kerry","Years","27.9"
"Average Age of First Time Mother","1997","Limerick City","Years","24.5"
"Average Age of First Time Mother","1997","Limerick County","Years","27.5"
"Average Age of First Time Mother","1997","North Tipperary","Years","26.8"
"Average Age of First Time Mother","1997","South Tipperary","Years","26.4"
"Average Age of First Time Mother","1997","Tipperary","Years",""
"Average Age of First Time Mother","1997","Galway City","Years","27.3"
"Average Age of First Time Mother","1997","Leitrim","Years","29.4"
"Average Age of First Time Mother","1997","Mayo","Years","27.4"
"Average Age of First Time Mother","1997","Roscommon","Years","28"
"Average Age of First Time Mother","1997","Sligo","Years","28"
"Average Age of First Time Mother","1997","Galway County","Years","27.9"
"Average Age of First Time Mother","1997","Cavan","Years","26.6"
"Average Age of First Time Mother","1997","Donegal","Years","26.1"
"Average Age of First Time Mother","1997","Monaghan","Years","26.8"
"Average Age of First Time Mother","1997","Outside the State","Years",""
"Average Age of First Time Mother","1998","State","Years","27.1"
"Average Age of First Time Mother","1998","Dublin City","Years","26.6"
"Average Age of First Time Mother","1998","Fingal","Years","27.7"
"Average Age of First Time Mother","1998","Dun Laoghaire Rathdown","Years","29.2"
"Average Age of First Time Mother","1998","South Dublin","Years","26.3"
"Average Age of First Time Mother","1998","Wicklow","Years","27.3"
"Average Age of First Time Mother","1998","Carlow","Years","26.3"
"Average Age of First Time Mother","1998","Kildare","Years","27.2"
"Average Age of First Time Mother","1998","Kilkenny","Years","27.8"
"Average Age of First Time Mother","1998","Laois","Years","26.8"
"Average Age of First Time Mother","1998","Longford","Years","27"
"Average Age of First Time Mother","1998","Louth","Years","25.8"
"Average Age of First Time Mother","1998","Meath","Years","27.5"
"Average Age of First Time Mother","1998","Offaly","Years","25.9"
"Average Age of First Time Mother","1998","Westmeath","Years","27.4"
"Average Age of First Time Mother","1998","Wexford","Years","26"
"Average Age of First Time Mother","1998","Waterford County","Years","26.7"
"Average Age of First Time Mother","1998","Waterford City","Years","24.9"
"Average Age of First Time Mother","1998","Clare","Years","27.7"
"Average Age of First Time Mother","1998","Cork City","Years","26"
"Average Age of First Time Mother","1998","Cork County","Years","28.3"
"Average Age of First Time Mother","1998","Kerry","Years","27.5"
"Average Age of First Time Mother","1998","Limerick City","Years","25.4"
"Average Age of First Time Mother","1998","Limerick County","Years","28"
"Average Age of First Time Mother","1998","North Tipperary","Years","27.1"
"Average Age of First Time Mother","1998","South Tipperary","Years","27.1"
"Average Age of First Time Mother","1998","Tipperary","Years",""
"Average Age of First Time Mother","1998","Galway City","Years","27.8"
"Average Age of First Time Mother","1998","Leitrim","Years","27.4"
"Average Age of First Time Mother","1998","Mayo","Years","27.6"
"Average Age of First Time Mother","1998","Roscommon","Years","28"
"Average Age of First Time Mother","1998","Sligo","Years","27.7"
"Average Age of First Time Mother","1998","Galway County","Years","28.3"
"Average Age of First Time Mother","1998","Cavan","Years","27.2"
"Average Age of First Time Mother","1998","Donegal","Years","26.1"
"Average Age of First Time Mother","1998","Monaghan","Years","26.6"
"Average Age of First Time Mother","1998","Outside the State","Years",""
"Average Age of First Time Mother","1999","State","Years","27.2"
"Average Age of First Time Mother","1999","Dublin City","Years","26.8"
"Average Age of First Time Mother","1999","Fingal","Years","27.7"
"Average Age of First Time Mother","1999","Dun Laoghaire Rathdown","Years","29.1"
"Average Age of First Time Mother","1999","South Dublin","Years","26.3"
"Average Age of First Time Mother","1999","Wicklow","Years","27.6"
"Average Age of First Time Mother","1999","Carlow","Years","26.3"
"Average Age of First Time Mother","1999","Kildare","Years","27.7"
"Average Age of First Time Mother","1999","Kilkenny","Years","27.4"
"Average Age of First Time Mother","1999","Laois","Years","27.1"
"Average Age of First Time Mother","1999","Longford","Years","26.4"
"Average Age of First Time Mother","1999","Louth","Years","26.2"
"Average Age of First Time Mother","1999","Meath","Years","27.7"
"Average Age of First Time Mother","1999","Offaly","Years","26.3"
"Average Age of First Time Mother","1999","Westmeath","Years","26.6"
"Average Age of First Time Mother","1999","Wexford","Years","26.1"
"Average Age of First Time Mother","1999","Waterford County","Years","27.3"
"Average Age of First Time Mother","1999","Waterford City","Years","25.7"
"Average Age of First Time Mother","1999","Clare","Years","27.6"
"Average Age of First Time Mother","1999","Cork City","Years","26.3"
"Average Age of First Time Mother","1999","Cork County","Years","28.3"
"Average Age of First Time Mother","1999","Kerry","Years","27.3"
"Average Age of First Time Mother","1999","Limerick City","Years","25.6"
"Average Age of First Time Mother","1999","Limerick County","Years","27.3"
"Average Age of First Time Mother","1999","North Tipperary","Years","27.6"
"Average Age of First Time Mother","1999","South Tipperary","Years","26.4"
"Average Age of First Time Mother","1999","Tipperary","Years",""
"Average Age of First Time Mother","1999","Galway City","Years","27.5"
"Average Age of First Time Mother","1999","Leitrim","Years","28.4"
"Average Age of First Time Mother","1999","Mayo","Years","27.9"
"Average Age of First Time Mother","1999","Roscommon","Years","27.6"
"Average Age of First Time Mother","1999","Sligo","Years","27.8"
"Average Age of First Time Mother","1999","Galway County","Years","28.2"
"Average Age of First Time Mother","1999","Cavan","Years","26.9"
"Average Age of First Time Mother","1999","Donegal","Years","26.2"
"Average Age of First Time Mother","1999","Monaghan","Years","26.8"
"Average Age of First Time Mother","1999","Outside the State","Years",""
"Average Age of First Time Mother","2000","State","Years","27.4"
"Average Age of First Time Mother","2000","Dublin City","Years","26.8"
"Average Age of First Time Mother","2000","Fingal","Years","28"
"Average Age of First Time Mother","2000","Dun Laoghaire Rathdown","Years","29.2"
"Average Age of First Time Mother","2000","South Dublin","Years","26.4"
"Average Age of First Time Mother","2000","Wicklow","Years","27.6"
"Average Age of First Time Mother","2000","Carlow","Years","26.5"
"Average Age of First Time Mother","2000","Kildare","Years","28.1"
"Average Age of First Time Mother","2000","Kilkenny","Years","27.7"
"Average Age of First Time Mother","2000","Laois","Years","26.7"
"Average Age of First Time Mother","2000","Longford","Years","26.6"
"Average Age of First Time Mother","2000","Louth","Years","26.3"
"Average Age of First Time Mother","2000","Meath","Years","28.4"
"Average Age of First Time Mother","2000","Offaly","Years","26.4"
"Average Age of First Time Mother","2000","Westmeath","Years","26.9"
"Average Age of First Time Mother","2000","Wexford","Years","26"
"Average Age of First Time Mother","2000","Waterford County","Years","27.7"
"Average Age of First Time Mother","2000","Waterford City","Years","25.9"
"Average Age of First Time Mother","2000","Clare","Years","27.9"
"Average Age of First Time Mother","2000","Cork City","Years","26"
"Average Age of First Time Mother","2000","Cork County","Years","28.5"
"Average Age of First Time Mother","2000","Kerry","Years","27.8"
"Average Age of First Time Mother","2000","Limerick City","Years","25.5"
"Average Age of First Time Mother","2000","Limerick County","Years","27.8"
"Average Age of First Time Mother","2000","North Tipperary","Years","27.3"
"Average Age of First Time Mother","2000","South Tipperary","Years","26.7"
"Average Age of First Time Mother","2000","Tipperary","Years",""
"Average Age of First Time Mother","2000","Galway City","Years","27.1"
"Average Age of First Time Mother","2000","Leitrim","Years","27.3"
"Average Age of First Time Mother","2000","Mayo","Years","28.1"
"Average Age of First Time Mother","2000","Roscommon","Years","28.1"
"Average Age of First Time Mother","2000","Sligo","Years","27.5"
"Average Age of First Time Mother","2000","Galway County","Years","28.5"
"Average Age of First Time Mother","2000","Cavan","Years","27.1"
"Average Age of First Time Mother","2000","Donegal","Years","26.7"
"Average Age of First Time Mother","2000","Monaghan","Years","27.4"
"Average Age of First Time Mother","2000","Outside the State","Years",""
"Average Age of First Time Mother","2001","State","Years","27.6"
"Average Age of First Time Mother","2001","Dublin City","Years","26.7"
"Average Age of First Time Mother","2001","Fingal","Years","28.5"
"Average Age of First Time Mother","2001","Dun Laoghaire Rathdown","Years","29.6"
"Average Age of First Time Mother","2001","South Dublin","Years","27.2"
"Average Age of First Time Mother","2001","Wicklow","Years","28.4"
"Average Age of First Time Mother","2001","Carlow","Years","27.2"
"Average Age of First Time Mother","2001","Kildare","Years","28.2"
"Average Age of First Time Mother","2001","Kilkenny","Years","28"
"Average Age of First Time Mother","2001","Laois","Years","26.3"
"Average Age of First Time Mother","2001","Longford","Years","27.1"
"Average Age of First Time Mother","2001","Louth","Years","26.4"
"Average Age of First Time Mother","2001","Meath","Years","28.6"
"Average Age of First Time Mother","2001","Offaly","Years","25.9"
"Average Age of First Time Mother","2001","Westmeath","Years","27.8"
"Average Age of First Time Mother","2001","Wexford","Years","26.2"
"Average Age of First Time Mother","2001","Waterford County","Years","28.4"
"Average Age of First Time Mother","2001","Waterford City","Years","25.7"
"Average Age of First Time Mother","2001","Clare","Years","28.4"
"Average Age of First Time Mother","2001","Cork City","Years","26.4"
"Average Age of First Time Mother","2001","Cork County","Years","28.7"
"Average Age of First Time Mother","2001","Kerry","Years","27.8"
"Average Age of First Time Mother","2001","Limerick City","Years","25.4"
"Average Age of First Time Mother","2001","Limerick County","Years","28.5"
"Average Age of First Time Mother","2001","North Tipperary","Years","27.5"
"Average Age of First Time Mother","2001","South Tipperary","Years","27.2"
"Average Age of First Time Mother","2001","Tipperary","Years",""
"Average Age of First Time Mother","2001","Galway City","Years","27.8"
"Average Age of First Time Mother","2001","Leitrim","Years","28.4"
"Average Age of First Time Mother","2001","Mayo","Years","28"
"Average Age of First Time Mother","2001","Roscommon","Years","28.6"
"Average Age of First Time Mother","2001","Sligo","Years","28.2"
"Average Age of First Time Mother","2001","Galway County","Years","28.8"
"Average Age of First Time Mother","2001","Cavan","Years","26.8"
"Average Age of First Time Mother","2001","Donegal","Years","26.6"
"Average Age of First Time Mother","2001","Monaghan","Years","27.7"
"Average Age of First Time Mother","2001","Outside the State","Years",""
"Average Age of First Time Mother","2002","State","Years","27.8"
"Average Age of First Time Mother","2002","Dublin City","Years","27"
"Average Age of First Time Mother","2002","Fingal","Years","28.3"
"Average Age of First Time Mother","2002","Dun Laoghaire Rathdown","Years","30.2"
"Average Age of First Time Mother","2002","South Dublin","Years","27.4"
"Average Age of First Time Mother","2002","Wicklow","Years","28.5"
"Average Age of First Time Mother","2002","Carlow","Years","26.5"
"Average Age of First Time Mother","2002","Kildare","Years","28.5"
"Average Age of First Time Mother","2002","Kilkenny","Years","28.2"
"Average Age of First Time Mother","2002","Laois","Years","27.2"
"Average Age of First Time Mother","2002","Longford","Years","27.5"
"Average Age of First Time Mother","2002","Louth","Years","27"
"Average Age of First Time Mother","2002","Meath","Years","28.6"
"Average Age of First Time Mother","2002","Offaly","Years","27.2"
"Average Age of First Time Mother","2002","Westmeath","Years","27.6"
"Average Age of First Time Mother","2002","Wexford","Years","27.3"
"Average Age of First Time Mother","2002","Waterford County","Years","28.1"
"Average Age of First Time Mother","2002","Waterford City","Years","26.4"
"Average Age of First Time Mother","2002","Clare","Years","28.7"
"Average Age of First Time Mother","2002","Cork City","Years","26.6"
"Average Age of First Time Mother","2002","Cork County","Years","29"
"Average Age of First Time Mother","2002","Kerry","Years","27.9"
"Average Age of First Time Mother","2002","Limerick City","Years","25.3"
"Average Age of First Time Mother","2002","Limerick County","Years","28.3"
"Average Age of First Time Mother","2002","North Tipperary","Years","27.9"
"Average Age of First Time Mother","2002","South Tipperary","Years","27.2"
"Average Age of First Time Mother","2002","Tipperary","Years",""
"Average Age of First Time Mother","2002","Galway City","Years","27.7"
"Average Age of First Time Mother","2002","Leitrim","Years","28.3"
"Average Age of First Time Mother","2002","Mayo","Years","28.1"
"Average Age of First Time Mother","2002","Roscommon","Years","28.4"
"Average Age of First Time Mother","2002","Sligo","Years","28.6"
"Average Age of First Time Mother","2002","Galway County","Years","29"
"Average Age of First Time Mother","2002","Cavan","Years","27.5"
"Average Age of First Time Mother","2002","Donegal","Years","26.4"
"Average Age of First Time Mother","2002","Monaghan","Years","27.1"
"Average Age of First Time Mother","2002","Outside the State","Years",""
"Average Age of First Time Mother","2003","State","Years","28.2"
"Average Age of First Time Mother","2003","Dublin City","Years","27.4"
"Average Age of First Time Mother","2003","Fingal","Years","28.7"
"Average Age of First Time Mother","2003","Dun Laoghaire Rathdown","Years","30.3"
"Average Age of First Time Mother","2003","South Dublin","Years","27.8"
"Average Age of First Time Mother","2003","Wicklow","Years","28.7"
"Average Age of First Time Mother","2003","Carlow","Years","27.5"
"Average Age of First Time Mother","2003","Kildare","Years","28.9"
"Average Age of First Time Mother","2003","Kilkenny","Years","28.6"
"Average Age of First Time Mother","2003","Laois","Years","27.6"
"Average Age of First Time Mother","2003","Longford","Years","28"
"Average Age of First Time Mother","2003","Louth","Years","27.1"
